run_number,step 1 HV,step 2 HV,scrapping,note,,,,
1818,11,18,-1,,,,,
1819,11,18,-1,,,,,
1820,11,18,-1,,,,,
1821,11,18,-1,,,,,
1822,11,18,-1,,,,,
1823,11,18,-1,,,,,
1824,11,18,-1,,,,,
1825,11,18,-1,,,,,
1826,11,18,-1,,,,,
1827,11,18,-1,,,,,
1828,11,18,-1,,,,,
1829,11,18,-1,,,,,
1830,11,18,-1,,,,,
1831,7,14,-1,elog10009,,,,
1832,7,14,-1,,,,,
1833,7,14,-1,,,,,
1834,12,19,-1,elog10014,,,,
1835,12,19,-1,,,,,
1836,12,19,-1,,,,,
1837,12,19,-1,,,,,
1838,12,19,-1,,,,,
1839,12,19,-1,,,,,
1840,12,19,-1,,,,,
1841,12,19,-1,,,,,
1842,12,19,-1,,,,,
1843,12,19,-1,,,,,
1844,12,19,-1,,,,,
1845,11,18,-1,,,,,
1846,11,18,-1,,,,,
1847,11,18,-1,,,,,
1848,11,18,-1,,,,,
1849,11,18,-1,,,,,
1850,11,18,-1,,,,,
1851,11,18,-1,,,,,
1852,11,18,-1,,,,,
1853,11,18,-1,,,,,
1854,11,18,-1,,,,,
1855,6,13,-1,elog10162,,,,
1856,6,13,-1,,,,,
1857,7,14,-1,elog10178,,,,
1858,12,19,-1,elog10181,,,,
1859,12,19,-1,,,,,
1860,12,19,-1,,,,,
1861,12,19,-1,,,,,
1862,12,19,-1,,,,,
1863,12,19,-1,,,,,
1864,12,19,-1,,,,,
1865,12,19,-1,,,,,
1866,12,19,-1,,,,,
1867,12,19,-1,,,,,
1868,12,19,-1,,,,,
1869,12,19,-1,,,,,
1870,12,19,-1,,,,,
1871,12,19,-1,,,,,
1872,12,19,-1,,,,,
1873,12,19,-1,,,,,
1874,12,19,-1,,,,,
1875,12,19,-1,,,,,
1876,12,19,-1,,,,,
1877,12,19,-1,,,,,
1878,12,19,-1,,,,,
1879,12,19,-1,,,,,
1880,12,19,-1,,,,,
1881,12,19,-1,,,,,
1882,12,19,-1,,,,,
1883,12,19,-1,,,,,
1884,12,19,-1,,,,,
1885,12,19,-1,,,,,
1886,12,19,-1,,,,,
1887,12,19,-1,,,,,
1888,12,19,-1,,,,,
1889,12,19,-1,,,,,
1890,12,19,-1,,,,,
1891,12,19,-1,,,,,
1892,12,19,-1,,,,,
1893,12,19,-1,,,,,
1894,12,19,-1,,,,,
1895,12,19,-1,,,,,
1896,12,19,-1,,,,,
1897,6,13,-1,runLog 1897,,,,
1898,6,13,y,runLog 1898,,,,
1899,12,19,-1,elog10408,,,,
1900,6,13,-1,elog10441,,,,
1901,7,14,-1,elog10446,,,,
1902,7,14,-1,,,,,
1903,7,14,-1,,,,,
1904,7,14,-1,,,,,
1905,7,14,-1,,,,,
1906,12,19,-1,elog10466,,,,
1907,12,19,-1,,,,,
1908,12,19,-1,,,,,
1909,12,19,-1,,,,,
1910,12,19,-1,,,,,
1911,12,19,-1,,,,,
1912,12,19,-1,,,,,
1913,12,19,-1,,,,,
1914,12,19,-1,,,,,
1915,12,19,-1,,,,,
1916,12,19,-1,,,,,
1917,12,19,-1,,,,,
1918,12,19,-1,,,,,
1919,10,17,-1,runLog 1919,,,,
1920,10,17,-1,runLog 1920,,,,
1921,10,17,-1,runLog 1921,,,,
1922,10,17,-1,runLog 1922,,,,
1923,10,17,-1,runLog 1923,,,,
1924,10,17,-1,runLog 1924,,,,
1925,10,17,-1,runLog 1925,,,,
1926,10,17,-1,runLog 1926,,,,
1927,10,17,-1,runLog 1927,,,,
1928,10,17,-1,runLog 1928,,,,
1929,10,17,-1,runLog 1929,,,,
1930,10,17,-1,runLog 1930,,,,
1931,10,17,-1,runLog 1931,,,,
1932,10,17,-1,runLog 1932,,,,
1933,10,17,-1,runLog 1933,,,,
1934,10,17,-1,runLog 1934,,,,
1935,10,17,-1,runLog 1935,,,,
1936,10,17,-1,runLog 1936,,,,
1937,7,14,-1,runLog 1937,,,,
1938,0,0,-1,runLog 1938,,,,
1939,10,17,-1,runLog 1939,,,,
1940,10,17,-1,runLog 1940,,,,
1941,10,17,-1,runLog 1941,,,,
1942,10,17,-1,runLog 1942,,,,
1943,10,17,-1,runLog 1943,,,,
1944,10,17,-1,runLog 1944,,,,
1945,10,17,-1,runLog 1945,,,,
1946,10,17,-1,runLog 1946,,,,
1947,10,17,-1,runLog 1947,,,,
1948,10,17,n,runLog 1948,,,,
1949,10,17,n,runLog 1949,,,,
1950,10,17,n,runLog 1950,,,,
1951,10,17,n,runLog 1951,,,,
1952,10,17,n,elog10620,,,,
1953,0,0,n,elog10621,,,,
1954,0,0,n,,,,,
1955,0,0,n,,,,,
1956,0,0,n,,,,,
1957,0,0,n,,,,,
1958,0,0,n,,,,,
1959,0,0,n,,,,,
1960,0,0,n,,,,,
1961,0,0,n,,,,,
1962,0,0,n,,,,,
1963,0,0,n,,,,,
1964,0,0,n,,,,,
1965,0,0,n,,,,,
1966,0,0,n,,,,,
1967,0,0,n,,,,,
1968,0,0,n,,,,,
1969,0,0,n,,,,,
1970,0,0,n,,,,,
1971,0,0,n,,,,,
1972,0,0,n,,,,,
1973,0,0,n,,,,,
